date,date_lab,who_region,who_region_long,country,iso3,cases,confirmed_cases,severe_cases,deaths,cfr,prop_sev,cfr_ci_lower,cfr_ci_upper,prop_sev_ci_lower,prop_sev_ci_upper,calculated_cfr,cfr_difference,calculated_prop_sev,year,month,month_name,quarter,year_month,period,cfr_valid,epidemiological_consistency,prop_sev_difference,confirmation_rate,severe_case_rate,mortality_rate,cases_yoy_change,cases_3m_avg,high_burden_flag
2016-02-01,2016-02-01,AMR,Region of the Americas,Anguilla,AIA,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5218237501049814,0.0,0.5218237501049814,0.0,0.0,0.0,2016,2,February,1,2016-02,Pre-2020,True,True,0.0,0.0,0.0,0.0,-92.54,1.67,0
2016-06-01,2016-06-01,AMR,Region of the Americas,Anguilla,AIA,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7075982261787133,0.0,0.7075982261787133,0.0,0.0,0.0,2016,6,June,2,2016-06,Pre-2020,True,True,0.0,0.0,0.0,0.0,inf,2.67,0
2016-07-01,2016-07-01,AMR,Region of the Americas,Anguilla,AIA,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.841886116991581,0.0,0.841886116991581,0.0,0.0,0.0,2016,7,July,3,2016-07,Pre-2020,True,True,0.0,0.0,0.0,0.0,100.0,3.33,0
2016-08-01,2016-08-01,AMR,Region of the Americas,Anguilla,AIA,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5218237501049814,0.0,0.5218237501049814,0.0,0.0,0.0,2016,8,August,3,2016-08,Pre-2020,True,True,0.0,0.0,0.0,0.0,400.0,3.33,0
2016-11-01,2016-11-01,AMR,Region of the Americas,Anguilla,AIA,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.218019360910534,0.0,0.218019360910534,0.0,0.0,0.0,2016,11,November,4,2016-11,Pre-2020,True,True,0.0,0.0,0.0,0.0,50.0,7.33,0
2016-12-01,2016-12-01,AMR,Region of the Americas,Anguilla,AIA,20.0,2.0,0.0,0.0,0.0,0.0,0.0,0.1684334709830854,0.0,0.1684334709830854,0.0,0.0,0.0,2016,12,December,4,2016-12,Pre-2020,True,True,0.0,10.0,0.0,0.0,inf,13.33,0
2017-01-01,2017-01-01,AMR,Region of the Americas,Anguilla,AIA,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,1.0,,,,2017,1,January,1,2017-01,Pre-2020,False,True,,,,,-100.0,11.67,0
2017-02-01,2017-02-01,AMR,Region of the Americas,Anguilla,AIA,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,1.0,,,,2017,2,February,1,2017-02,Pre-2020,False,True,,,,,-100.0,6.67,0
2017-03-01,2017-03-01,AMR,Region of the Americas,Anguilla,AIA,15.0,2.0,0.0,,,0.0,,,0.0,0.218019360910534,,,0.0,2017,3,March,1,2017-03,Pre-2020,False,False,0.0,13.33,0.0,,200.0,5.0,0
2017-04-01,2017-04-01,AMR,Region of the Americas,Anguilla,AIA,,,,,,,,,,,,,,2017,4,April,2,2017-04,Pre-2020,False,False,,,,,inf,7.5,0
2017-05-01,2017-05-01,AMR,Region of the Americas,Anguilla,AIA,,,,,,,,,,,,,,2017,5,May,2,2017-05,Pre-2020,False,False,,,,,inf,15.0,0
2017-06-01,2017-06-01,AMR,Region of the Americas,Anguilla,AIA,,,,,,,,,,,,,,2017,6,June,2,2017-06,Pre-2020,False,False,,,,,inf,,0
2017-07-01,2017-07-01,AMR,Region of the Americas,Anguilla,AIA,3.0,0.0,0.0,,,0.0,,,0.0,0.7075982261787133,,,0.0,2017,7,July,3,2017-07,Pre-2020,False,False,0.0,0.0,0.0,,-40.0,3.0,0
2017-08-01,2017-08-01,AMR,Region of the Americas,Anguilla,AIA,,,,,,,,,,,,,,2017,8,August,3,2017-08,Pre-2020,False,False,,,,,0.0,3.0,0
2017-09-01,2017-09-01,AMR,Region of the Americas,Anguilla,AIA,1.0,0.0,0.0,,,0.0,,,0.0,0.975,,,0.0,2017,9,September,3,2017-09,Pre-2020,False,False,0.0,0.0,0.0,,-50.0,2.0,0
2017-10-01,2017-10-01,AMR,Region of the Americas,Anguilla,AIA,3.0,0.0,0.0,,,0.0,,,0.0,0.7075982261787133,,,0.0,2017,10,October,4,2017-10,Pre-2020,False,False,0.0,0.0,0.0,,-40.0,2.0,0
2017-11-01,2017-11-01,AMR,Region of the Americas,Anguilla,AIA,,,,,,,,,,,,,,2017,11,November,4,2017-11,Pre-2020,False,False,,,,,-80.0,2.0,0
2017-12-01,2017-12-01,AMR,Region of the Americas,Anguilla,AIA,0.0,0.0,0.0,,,,,,0.0,1.0,,,,2017,12,December,4,2017-12,Pre-2020,False,False,,,,,-100.0,1.5,0
2018-01-01,2018-01-01,AMR,Region of the Americas,Anguilla,AIA,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,1.0,,,,2018,1,January,1,2018-01,Pre-2020,False,True,,,,,,0.0,0
2018-02-01,2018-02-01,AMR,Region of the Americas,Anguilla,AIA,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,1.0,,,,2018,2,February,1,2018-02,Pre-2020,False,True,,,,,,0.0,0
2018-03-01,2018-03-01,AMR,Region of the Americas,Anguilla,AIA,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,1.0,,,,2018,3,March,1,2018-03,Pre-2020,False,True,,,,,-100.0,0.0,0
2018-04-01,2018-04-01,AMR,Region of the Americas,Anguilla,AIA,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,1.0,,,,2018,4,April,2,2018-04,Pre-2020,False,True,,,,,-100.0,0.0,0
2018-05-01,2018-05-01,AMR,Region of the Americas,Anguilla,AIA,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,1.0,,,,2018,5,May,2,2018-05,Pre-2020,False,True,,,,,-100.0,0.0,0
2018-06-01,2018-06-01,AMR,Region of the Americas,Anguilla,AIA,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,1.0,,,,2018,6,June,2,2018-06,Pre-2020,False,True,,,,,-100.0,0.0,0
2018-07-01,2018-07-01,AMR,Region of the Americas,Anguilla,AIA,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.975,0.0,0.975,0.0,0.0,0.0,2018,7,July,3,2018-07,Pre-2020,True,True,0.0,0.0,0.0,0.0,-66.67,0.33,0
2018-08-01,2018-08-01,AMR,Region of the Americas,Anguilla,AIA,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,1.0,,,,2018,8,August,3,2018-08,Pre-2020,False,True,,,,,-100.0,0.33,0
2018-09-01,2018-09-01,AMR,Region of the Americas,Anguilla,AIA,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,1.0,,,,2018,9,September,3,2018-09,Pre-2020,False,True,,,,,-100.0,0.33,0
2018-10-01,2018-10-01,AMR,Region of the Americas,Anguilla,AIA,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,1.0,,,,2018,10,October,4,2018-10,Pre-2020,False,True,,,,,-100.0,0.0,0
2018-11-01,2018-11-01,AMR,Region of the Americas,Anguilla,AIA,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,1.0,,,,2018,11,November,4,2018-11,Pre-2020,False,True,,,,,-100.0,0.0,0
2018-12-01,2018-12-01,AMR,Region of the Americas,Anguilla,AIA,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,1.0,,,,2018,12,December,4,2018-12,Pre-2020,False,True,,,,,,0.0,0
2019-01-01,2019-01-01,AMR,Region of the Americas,Anguilla,AIA,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,1.0,,,,2019,1,January,1,2019-01,Pre-2020,False,True,,,,,,0.0,0
2019-02-01,2019-02-01,AMR,Region of the Americas,Anguilla,AIA,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,1.0,,,,2019,2,February,1,2019-02,Pre-2020,False,True,,,,,,0.0,0
2019-03-01,2019-03-01,AMR,Region of the Americas,Anguilla,AIA,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,1.0,,,,2019,3,March,1,2019-03,Pre-2020,False,True,,,,,,0.0,0
2019-04-01,2019-04-01,AMR,Region of the Americas,Anguilla,AIA,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,1.0,,,,2019,4,April,2,2019-04,Pre-2020,False,True,,,,,,0.0,0
2019-05-01,2019-05-01,AMR,Region of the Americas,Anguilla,AIA,,,,,,,,,,,,,,2019,5,May,2,2019-05,Pre-2020,False,False,,,,,,0.0,0
2019-06-01,2019-06-01,AMR,Region of the Americas,Anguilla,AIA,,,,,,,,,,,,,,2019,6,June,2,2019-06,Pre-2020,False,False,,,,,,0.0,0
2019-07-01,2019-07-01,AMR,Region of the Americas,Anguilla,AIA,,,,,,,,,,,,,,2019,7,July,3,2019-07,Pre-2020,False,False,,,,,-100.0,,0
2019-08-01,2019-08-01,AMR,Region of the Americas,Anguilla,AIA,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.841886116991581,0.0,0.841886116991581,0.0,0.0,0.0,2019,8,August,3,2019-08,Pre-2020,True,True,0.0,0.0,0.0,0.0,inf,2.0,0
2019-09-01,2019-09-01,AMR,Region of the Americas,Anguilla,AIA,,,,,,,,,,,,,,2019,9,September,3,2019-09,Pre-2020,False,False,,,,,inf,2.0,0
2019-10-01,2019-10-01,AMR,Region of the Americas,Anguilla,AIA,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.6023646356164746,0.0,0.6023646356164746,0.0,0.0,0.0,2019,10,October,4,2019-10,Pre-2020,True,True,0.0,50.0,0.0,0.0,inf,3.0,0
2019-11-01,2019-11-01,AMR,Region of the Americas,Anguilla,AIA,,,,,,,,,,,,,,2019,11,November,4,2019-11,Pre-2020,False,False,,,,,inf,4.0,0
2019-12-01,2019-12-01,AMR,Region of the Americas,Anguilla,AIA,,,,,,,,,,,,,,2019,12,December,4,2019-12,Pre-2020,False,False,,,,,inf,4.0,0
2020-01-01,2020-01-01,AMR,Region of the Americas,Anguilla,AIA,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.5218237501049814,0.0,0.5218237501049814,0.0,0.0,0.0,2020,1,January,1,2020-01,2020-2022,True,True,0.0,40.0,0.0,0.0,inf,5.0,0
2020-02-01,2020-02-01,AMR,Region of the Americas,Anguilla,AIA,,,,,,,,,,,,,,2020,2,February,1,2020-02,2020-2022,False,False,,,,,inf,5.0,0
2020-03-01,2020-03-01,AMR,Region of the Americas,Anguilla,AIA,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.975,0.0,0.975,0.0,0.0,0.0,2020,3,March,1,2020-03,2020-2022,True,True,0.0,-100.0,0.0,0.0,inf,3.0,0
2020-04-01,2020-04-01,AMR,Region of the Americas,Anguilla,AIA,0.0,1.0,0.0,0.0,,,0.0,1.0,0.0,1.0,,,,2020,4,April,2,2020-04,2020-2022,False,False,,,,,,0.5,0
2020-05-01,2020-05-01,AMR,Region of the Americas,Anguilla,AIA,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,1.0,,,,2020,5,May,2,2020-05,2020-2022,False,True,,,,,,0.33,0
2020-06-01,2020-06-01,AMR,Region of the Americas,Anguilla,AIA,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,1.0,,,,2020,6,June,2,2020-06,2020-2022,False,True,,,,,,0.0,0
2020-07-01,2020-07-01,AMR,Region of the Americas,Anguilla,AIA,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,1.0,,,,2020,7,July,3,2020-07,2020-2022,False,True,,,,,,0.0,0
2020-08-01,2020-08-01,AMR,Region of the Americas,Anguilla,AIA,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,1.0,,,,2020,8,August,3,2020-08,2020-2022,False,True,,,,,-100.0,0.0,0
2020-09-01,2020-09-01,AMR,Region of the Americas,Anguilla,AIA,,,,,,,,,,,,,,2020,9,September,3,2020-09,2020-2022,False,False,,,,,-100.0,0.0,0
2020-10-01,2020-10-01,AMR,Region of the Americas,Anguilla,AIA,,,,,,,,,,,,,,2020,10,October,4,2020-10,2020-2022,False,False,,,,,-100.0,0.0,0
2020-11-01,2020-11-01,AMR,Region of the Americas,Anguilla,AIA,,,,,,,,,,,,,,2020,11,November,4,2020-11,2020-2022,False,False,,,,,-100.0,,0
2020-12-01,2020-12-01,AMR,Region of the Americas,Anguilla,AIA,,,,,,,,,,,,,,2020,12,December,4,2020-12,2020-2022,False,False,,,,,-100.0,,0
2021-01-01,2021-01-01,AMR,Region of the Americas,Anguilla,AIA,,,,,,,,,,,,,,2021,1,January,1,2021-01,2020-2022,False,False,,,,,-100.0,,0
2021-02-01,2021-02-01,AMR,Region of the Americas,Anguilla,AIA,,,,,,,,,,,,,,2021,2,February,1,2021-02,2020-2022,False,False,,,,,-100.0,,0
2021-03-01,2021-03-01,AMR,Region of the Americas,Anguilla,AIA,,,,,,,,,,,,,,2021,3,March,1,2021-03,2020-2022,False,False,,,,,-100.0,,0
2021-04-01,2021-04-01,AMR,Region of the Americas,Anguilla,AIA,,,,,,,,,,,,,,2021,4,April,2,2021-04,2020-2022,False,False,,,,,,,0
2021-05-01,2021-05-01,AMR,Region of the Americas,Anguilla,AIA,,,,,,,,,,,,,,2021,5,May,2,2021-05,2020-2022,False,False,,,,,,,0
2021-06-01,2021-06-01,AMR,Region of the Americas,Anguilla,AIA,,,,,,,,,,,,,,2021,6,June,2,2021-06,2020-2022,False,False,,,,,,,0
2021-07-01,2021-07-01,AMR,Region of the Americas,Anguilla,AIA,,,,,,,,,,,,,,2021,7,July,3,2021-07,2020-2022,False,False,,,,,,,0
2021-08-01,2021-08-01,AMR,Region of the Americas,Anguilla,AIA,,,,,,,,,,,,,,2021,8,August,3,2021-08,2020-2022,False,False,,,,,,,0
2021-09-01,2021-09-01,AMR,Region of the Americas,Anguilla,AIA,,,,,,,,,,,,,,2021,9,September,3,2021-09,2020-2022,False,False,,,,,,,0
2021-10-01,2021-10-01,AMR,Region of the Americas,Anguilla,AIA,,,,,,,,,,,,,,2021,10,October,4,2021-10,2020-2022,False,False,,,,,,,0
2021-11-01,2021-11-01,AMR,Region of the Americas,Anguilla,AIA,,,,,,,,,,,,,,2021,11,November,4,2021-11,2020-2022,False,False,,,,,,,0
2021-12-01,2021-12-01,AMR,Region of the Americas,Anguilla,AIA,,,,,,,,,,,,,,2021,12,December,4,2021-12,2020-2022,False,False,,,,,,,0
2022-01-01,2022-01-01,AMR,Region of the Americas,Anguilla,AIA,,,,,,,,,,,,,,2022,1,January,1,2022-01,2020-2022,False,False,,,,,,,0
2022-02-01,2022-02-01,AMR,Region of the Americas,Anguilla,AIA,,,,,,,,,,,,,,2022,2,February,1,2022-02,2020-2022,False,False,,,,,,,0
2022-03-01,2022-03-01,AMR,Region of the Americas,Anguilla,AIA,,,,,,,,,,,,,,2022,3,March,1,2022-03,2020-2022,False,False,,,,,,,0
2022-04-01,2022-04-01,AMR,Region of the Americas,Anguilla,AIA,,,,,,,,,,,,,,2022,4,April,2,2022-04,2020-2022,False,False,,,,,,,0
2022-05-01,2022-05-01,AMR,Region of the Americas,Anguilla,AIA,,,,,,,,,,,,,,2022,5,May,2,2022-05,2020-2022,False,False,,,,,,,0
2022-06-01,2022-06-01,AMR,Region of the Americas,Anguilla,AIA,,,,,,,,,,,,,,2022,6,June,2,2022-06,2020-2022,False,False,,,,,,,0
2022-07-01,2022-07-01,AMR,Region of the Americas,Anguilla,AIA,,,,,,,,,,,,,,2022,7,July,3,2022-07,2020-2022,False,False,,,,,,,0
2022-08-01,2022-08-01,AMR,Region of the Americas,Anguilla,AIA,,,,,,,,,,,,,,2022,8,August,3,2022-08,2020-2022,False,False,,,,,,,0
2022-09-01,2022-09-01,AMR,Region of the Americas,Anguilla,AIA,,,,,,,,,,,,,,2022,9,September,3,2022-09,2020-2022,False,False,,,,,,,0
2022-10-01,2022-10-01,AMR,Region of the Americas,Anguilla,AIA,,,,,,,,,,,,,,2022,10,October,4,2022-10,2020-2022,False,False,,,,,,,0
2022-11-01,2022-11-01,AMR,Region of the Americas,Anguilla,AIA,,,,,,,,,,,,,,2022,11,November,4,2022-11,2020-2022,False,False,,,,,,,0
2022-12-01,2022-12-01,AMR,Region of the Americas,Anguilla,AIA,,,,,,,,,,,,,,2022,12,December,4,2022-12,2020-2022,False,False,,,,,,,0
2023-01-01,2023-01-01,AMR,Region of the Americas,Anguilla,AIA,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,1.0,,,,2023,1,January,1,2023-01,2023-2024,False,True,,,,,,0.0,0
2023-02-01,2023-02-01,AMR,Region of the Americas,Anguilla,AIA,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,1.0,,,,2023,2,February,1,2023-02,2023-2024,False,True,,,,,,0.0,0
2023-03-01,2023-03-01,AMR,Region of the Americas,Anguilla,AIA,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,1.0,,,,2023,3,March,1,2023-03,2023-2024,False,True,,,,,,0.0,0
2023-04-01,2023-04-01,AMR,Region of the Americas,Anguilla,AIA,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,1.0,,,,2023,4,April,2,2023-04,2023-2024,False,True,,,,,,0.0,0
2023-05-01,2023-05-01,AMR,Region of the Americas,Anguilla,AIA,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,1.0,,,,2023,5,May,2,2023-05,2023-2024,False,True,,,,,,0.0,0
2023-06-01,2023-06-01,AMR,Region of the Americas,Anguilla,AIA,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,1.0,,,,2023,6,June,2,2023-06,2023-2024,False,True,,,,,,0.0,0
2023-07-01,2023-07-01,AMR,Region of the Americas,Anguilla,AIA,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,1.0,,,,2023,7,July,3,2023-07,2023-2024,False,True,,,,,,0.0,0
2023-08-01,2023-08-01,AMR,Region of the Americas,Anguilla,AIA,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,1.0,,,,2023,8,August,3,2023-08,2023-2024,False,True,,,,,,0.0,0
2023-09-01,2023-09-01,AMR,Region of the Americas,Anguilla,AIA,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,1.0,,,,2023,9,September,3,2023-09,2023-2024,False,True,,,,,,0.0,0
2023-10-01,2023-10-01,AMR,Region of the Americas,Anguilla,AIA,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,1.0,,,,2023,10,October,4,2023-10,2023-2024,False,True,,,,,,0.0,0
2023-11-01,2023-11-01,AMR,Region of the Americas,Anguilla,AIA,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,1.0,,,,2023,11,November,4,2023-11,2023-2024,False,True,,,,,,0.0,0
2023-12-01,2023-12-01,AMR,Region of the Americas,Anguilla,AIA,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.975,0.0,0.975,0.0,0.0,0.0,2023,12,December,4,2023-12,2023-2024,True,True,0.0,100.0,0.0,0.0,inf,0.33,0
2024-01-01,2024-01-01,AMR,Region of the Americas,Anguilla,AIA,,,,,,,,,,,,,,2024,1,January,1,2024-01,2023-2024,False,False,,,,,inf,0.5,0
2024-02-01,2024-02-01,AMR,Region of the Americas,Anguilla,AIA,,,,,,,,,,,,,,2024,2,February,1,2024-02,2023-2024,False,False,,,,,inf,1.0,0
2024-03-01,2024-03-01,AMR,Region of the Americas,Anguilla,AIA,,,,,,,,,,,,,,2024,3,March,1,2024-03,2023-2024,False,False,,,,,inf,,0
2024-04-01,2024-04-01,AMR,Region of the Americas,Anguilla,AIA,,,,,,,,,,,,,,2024,4,April,2,2024-04,2023-2024,False,False,,,,,inf,,0
2024-05-01,2024-05-01,AMR,Region of the Americas,Anguilla,AIA,,,,,,,,,,,,,,2024,5,May,2,2024-05,2023-2024,False,False,,,,,inf,,0
2024-06-01,2024-06-01,AMR,Region of the Americas,Anguilla,AIA,,,,,,,,,,,,,,2024,6,June,2,2024-06,2023-2024,False,False,,,,,inf,,0
2024-07-01,2024-07-01,AMR,Region of the Americas,Anguilla,AIA,,,,,,,,,,,,,,2024,7,July,3,2024-07,2023-2024,False,False,,,,,inf,,0
2024-08-01,2024-08-01,AMR,Region of the Americas,Anguilla,AIA,,,,,,,,,,,,,,2024,8,August,3,2024-08,2023-2024,False,False,,,,,inf,,0
2024-09-01,2024-09-01,AMR,Region of the Americas,Anguilla,AIA,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.5218237501049814,0.0,0.5218237501049814,0.0,0.0,0.0,2024,9,September,3,2024-09,2023-2024,True,True,0.0,100.0,0.0,0.0,inf,5.0,0
2024-10-01,2024-10-01,AMR,Region of the Americas,Anguilla,AIA,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,1.0,,,,2024,10,October,4,2024-10,2023-2024,False,True,,,,,,2.5,0
2024-11-01,2024-11-01,AMR,Region of the Americas,Anguilla,AIA,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,1.0,,,,2024,11,November,4,2024-11,2023-2024,False,True,,,,,,1.67,0
2024-12-01,2024-12-01,AMR,Region of the Americas,Anguilla,AIA,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,1.0,,,,2024,12,December,4,2024-12,2023-2024,False,True,,,,,-100.0,0.0,0
2025-01-01,2025-01-01,AMR,Region of the Americas,Anguilla,AIA,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,1.0,,,,2025,1,January,1,2025-01,2025+,False,True,,,,,-100.0,0.0,0
2025-02-01,2025-02-01,AMR,Region of the Americas,Anguilla,AIA,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,1.0,,,,2025,2,February,1,2025-02,2025+,False,True,,,,,-100.0,0.0,0
2025-03-01,2025-03-01,AMR,Region of the Americas,Anguilla,AIA,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.975,0.0,0.975,0.0,0.0,0.0,2025,3,March,1,2025-03,2025+,True,True,0.0,100.0,0.0,0.0,0.0,0.33,0
2025-04-01,2025-04-01,AMR,Region of the Americas,Anguilla,AIA,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,1.0,,,,2025,4,April,2,2025-04,2025+,False,True,,,,,-100.0,0.33,0
2025-05-01,2025-05-01,AMR,Region of the Americas,Anguilla,AIA,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,1.0,,,,2025,5,May,2,2025-05,2025+,False,True,,,,,-100.0,0.33,0
2025-06-01,2025-06-01,AMR,Region of the Americas,Anguilla,AIA,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,1.0,,,,2025,6,June,2,2025-06,2025+,False,True,,,,,-100.0,0.0,0
2025-07-01,2025-07-01,AMR,Region of the Americas,Anguilla,AIA,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,1.0,,,,2025,7,July,3,2025-07,2025+,False,True,,,,,-100.0,0.0,0
2025-08-01,2025-08-01,AMR,Region of the Americas,Anguilla,AIA,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,1.0,,,,2025,8,August,3,2025-08,2025+,False,True,,,,,-100.0,0.0,0
2025-09-01,2025-09-01,AMR,Region of the Americas,Anguilla,AIA,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.975,0.0,0.975,0.0,0.0,0.0,2025,9,September,3,2025-09,2025+,True,True,0.0,100.0,0.0,0.0,-80.0,0.33,0
2025-10-01,2025-10-01,AMR,Region of the Americas,Anguilla,AIA,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.975,0.0,0.975,0.0,0.0,0.0,2025,10,October,4,2025-10,2025+,True,True,0.0,100.0,0.0,0.0,inf,0.67,0
2025-11-01,2025-11-01,AMR,Region of the Americas,Anguilla,AIA,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,1.0,,,,2025,11,November,4,2025-11,2025+,False,True,,,,,,0.67,0
2025-12-01,2025-12-01,AMR,Region of the Americas,Anguilla,AIA,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,1.0,,,,2025,12,December,4,2025-12,2025+,False,True,,,,,,0.33,0
2026-01-01,2026-01-01,AMR,Region of the Americas,Anguilla,AIA,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,1.0,,,,2026,1,January,1,2026-01,2025+,False,True,,,,,,0.0,0
2026-02-01,2026-02-01,AMR,Region of the Americas,Anguilla,AIA,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,1.0,,,,2026,2,February,1,2026-02,2025+,False,True,,,,,,0.0,0
2026-03-01,2026-03-01,AMR,Region of the Americas,Anguilla,AIA,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,1.0,,,,2026,3,March,1,2026-03,2025+,False,True,,,,,-100.0,0.0,0
2026-04-01,2026-04-01,AMR,Region of the Americas,Anguilla,AIA,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,1.0,,,,2026,4,April,2,2026-04,2025+,False,True,,,,,,0.0,0
2026-05-01,2026-05-01,AMR,Region of the Americas,Anguilla,AIA,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,1.0,,,,2026,5,May,2,2026-05,2025+,False,True,,,,,,0.0,0
2026-06-01,2026-06-01,AMR,Region of the Americas,Anguilla,AIA,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,1.0,,,,2026,6,June,2,2026-06,2025+,False,True,,,,,,0.0,0
2014-01-01,2014-01-01,AMR,Region of the Americas,Antigua and Barbuda,ATG,,,,,,,,,,,,,,2014,1,January,1,2014-01,Pre-2020,False,False,,,,,,,0
2014-02-01,2014-02-01,AMR,Region of the Americas,Antigua and Barbuda,ATG,,,,,,,,,,,,,,2014,2,February,1,2014-02,Pre-2020,False,False,,,,,,,0
2014-03-01,2014-03-01,AMR,Region of the Americas,Antigua and Barbuda,ATG,,,,,,,,,,,,,,2014,3,March,1,2014-03,Pre-2020,False,False,,,,,,,0
2014-04-01,2014-04-01,AMR,Region of the Americas,Antigua and Barbuda,ATG,,,,,,,,,,,,,,2014,4,April,2,2014-04,Pre-2020,False,False,,,,,,,0
2014-05-01,2014-05-01,AMR,Region of the Americas,Antigua and Barbuda,ATG,,,,,,,,,,,,,,2014,5,May,2,2014-05,Pre-2020,False,False,,,,,,,0
2014-06-01,2014-06-01,AMR,Region of the Americas,Antigua and Barbuda,ATG,,,,,,,,,,,,,,2014,6,June,2,2014-06,Pre-2020,False,False,,,,,,,0
2014-07-01,2014-07-01,AMR,Region of the Americas,Antigua and Barbuda,ATG,36.0,6.0,0.0,0.0,0.0,0.0,0.0,0.09739375591449195,0.0,0.09739375591449195,0.0,0.0,0.0,2014,7,July,3,2014-07,Pre-2020,True,True,0.0,16.67,0.0,0.0,,36.0,0
2014-08-01,2014-08-01,AMR,Region of the Americas,Antigua and Barbuda,ATG,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,1.0,,,,2014,8,August,3,2014-08,Pre-2020,False,True,,,,,,18.0,0
2014-09-01,2014-09-01,AMR,Region of the Americas,Antigua and Barbuda,ATG,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,1.0,,,,2014,9,September,3,2014-09,Pre-2020,False,True,,,,,,12.0,0
2014-10-01,2014-10-01,AMR,Region of the Americas,Antigua and Barbuda,ATG,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.975,0.0,0.975,0.0,0.0,0.0,2014,10,October,4,2014-10,Pre-2020,True,False,0.0,1100.0,0.0,0.0,,0.33,0
2014-11-01,2014-11-01,AMR,Region of the Americas,Antigua and Barbuda,ATG,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,1.0,,,,2014,11,November,4,2014-11,Pre-2020,False,True,,,,,,0.33,0
2014-12-01,2014-12-01,AMR,Region of the Americas,Antigua and Barbuda,ATG,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,1.0,,,,2014,12,December,4,2014-12,Pre-2020,False,True,,,,,,0.33,0
